standard_number,standard_number_raw,is_number,part,title,scope_description,scope_source,scope_usable,category,latest_version,version_source,year_published,certification_type,mandatory,certification_source,qco_reference,certification_basis,certification_reference,source_url,confidence,review_severity,amendment_count,source,review_reason
IS 10322-1:2014,IS 10322 (Part 1) : 2014,10322,1,Part 1 : 2014: Luminaires Part 1 General Requirements and Tests,Part 1 : 2014: Luminaires Part 1 General Requirements and Tests,title_fallback,False,Electrical,IS 10322-1:2014,derived_from_year,2014,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10322.1.2014,low,blocker,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;scope_equals_title;scope_too_short (11 words);certification_not_determined;missing_amendment_count
IS 10322-2:1982,IS 10322 (Part 2) : 1982,10322,2,"Luminaires, Part 2: Constructional Requirements","Luminaires, Part 2: Constructional Requirements",title_fallback,False,Electrical,IS 10322-2:1982,derived_from_year,1982,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10322.2.1982,low,blocker,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;scope_equals_title;scope_too_short (5 words);certification_not_determined;missing_amendment_count
IS 10322-3:1984,IS 10322 (Part 3) : 1984,10322,3,"Luminaires, Part 3: Screw and Screwless Terminals (Superseding IS 6585)","1.1 This standard ( Part 3 ) specifies the requirements of screw and screwless terminals and their electrical connections for luminaires for use with tungsten filament, tubular fluorescent and other discharge lamps on supply voltages not exceeding 1 000 V. 1.2 In the case of screwless terminals the standard specifies requirements, excluding dimensions, for all types of terminals and electrical connections which do not employ screws, for solid or stranded copper conductors up to 2*5 mm^, for internal wiring of luminaires and for connections to external wiring of luminaires. 1.3 Examples of screw terminals are shown in Fig. 1 to 5. 1.4 Examples of screwless terminals are shown in Fig. 6 to 8.",scraped,True,Electrical,IS 10322-3:1984,derived_from_year,1984,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10322.3.1984,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 10322-4:1984,IS 10322 (Part 4) : 1984,10322,4,"Luminaires, Part 4: Methods of Tests","l.X This standard ( Part 4 ) covers the methods of tests applicable to luminaires for use with tungsten filament, tubular fluorescent and other discharge lamps on supply voltage not exceeding 1 000 V.",scraped,True,Electrical,IS 10322-4:1984,derived_from_year,1984,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.10322.4.1984,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 16102-1:2012,IS 16102 (Part 1) : 2012,16102,1,"Self - Ballasted LED Lamps for General Lighting Services, Part 1: Safety Requirements","This standard (Part 1) specifies the safety and interchangeabihty requirements, together with the test methods and conditions, required to show compliance of LED lamps with integrated means for stable operation (self-ballasted LED lamps), intended for domestic and similar general lighting purposes, having, a) a rated wattage up to 60 W; b) a rated voltage of d.c. supplies up to 250 V or a.c. supplies up to 1 000 V at 50 Hz; and c) caps according to Table 1 . Recommendations for batch testing are given in Annex C of IS 16103 (Part 1) : 2012 'LED modules for general lighting: Part 1 Safety requirements'. NOTES 1 Where in this standard the term ""lamp(s)"" is used, it is understood to stand for ""self-ballasted LED lamp(s)"", except where it is obviously assigned to other types of lamps. 2 Higher wattage lamp is under consideration. Annex A provides an overview of systems composed of LED system and control gear.",scraped,True,Electrical,IS 16102-1:2012,derived_from_year,2012,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.16102.1.2012,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 16102-2:2017,IS 16102 (Part 2) : 2017,16102,2,Part 2 : 2017: Self - Ballasted LED Lamps for General Lighting Services Part 2 Performance Requirements (First Revision),"This standard (Part 2) specifies the performance requirements, together with the test methods and conditions, required to show compliance of LED lamps with integral means for stable operation, intended for domestic and similar general lighting purposes, having: a) arated power from 1 W to 25 W; b) a rated voltage above 50 V ac up to and including 250 V ac at 50 Hz; c) alampcapas listed in IS 16102 (Part 1): “Self ballasted LED lamps for general lighting services: Part 1 Safety requirements’. These performance requirements are additional to the safety requirements specified in IS 16102 (Part 1). The only feature provided by this standard, when applied for replacement purposes, is information on maximum lamp outlines. The requirements of this standard relate to acceptance and type testing. This standard covers LED lamps that intentionally produce white light, based on inorganic LEDs. This standard does not cover self-ballasted LED-lamps that intentionally produce tinted or coloured light neither does it covers OLEDs. The life time of LED lamps is in most cases much longer than the practical test times. Consequently, verification of manufacturer’s life time claims cannot be made ina sufficiently confident way, because projecting test data further in time is not standardized. For that reason the acceptance or rejection of a manufacturer’s life time claim, past an operational time as stated in 7.1, is out of the scope of this standard. Instead of life time validation, this standard has opted for lumen maintenance codes at a defined finite test time. Therefore, the code number does not imply a prediction of achievable life time. The categories, represented by the code, are lumen-depreciation character categories showing behaviour in agreement with manufacturer’s information, provided before the test is started. In order to validate a life time claim, several methods of test data extrapolation exist. A general method of projecting measurement data beyond limited test time is under consideration. The pass/fail criterion of the life time test as defined in this standard is different from the life time metrics claimed by manufacturers. NOTES 1 When lamps are operated in a luminaire, the claimed performance data can deviate from the values established from this standard due to variation or changes in the luminaire components that might impact the performance of the lamp. 2 Higher wattage lamps are under consideration. It can be expected that self-ballasted LED lamps, which comply with this standard will start and operate satisfactorily at voltages between 90 percent and 110 percent of rated supply voltage and at an ambient air temperature between -10°C and 40°C and in a luminaire complying with IS 10322 (Part 1). If the manufacturer or the responsible vendor claims suitability for operation at different conditions, for instance, at higher voltage, temperature or humidity then lamps shall start and operate satisfactorily under claimed different conditions and the same shall be verified by tests.",scraped,True,Electrical,IS 16102-2:2017,derived_from_year,2017,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.16102.2.2017,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 1944-6:1981,IS 1944 (Part 6) : 1981,1944,6,"Code of practice for lighting of public thoroughfare, Part 6: Lighting for towns and city centres and areas of civic importance (Group E)","Code of practice for lighting of public thoroughfare, Part 6: Lighting for towns and city centres and areas of civic importance (Group E)",title_fallback,False,Electrical Installation,IS 1944-6:1981,derived_from_year,1981,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.1944.6.1981,low,blocker,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;scope_equals_title;certification_not_determined;missing_amendment_count
IS 2190:2010,IS 2190 : 2010,2190,,"SELECTION, INSTALLATION AND MAINTENANCE OF FIRST-AID FIRE EXTINGUISHERS — CODE OF PRACTICE","This standard lays down recommendations for selection, installation, maintenance and testing of first- aid fire extinguishers. NOTE — The water, carbon dioxide mechanical foam fire extinguishers of capacity 50 litre and above are termed as mobile extinguishers in the Indian Standards which have been formulated; however, for the purpose of this standard these as well as all other types of trolley mounted extinguisher will be treated under general classification of fire extinguishers.",scraped,True,Safety & PPE,IS 2190:2010,derived_from_year,2010,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2190.2010,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 15683:2018,IS 15683 : 2018,15683,,Portable Fire Extinguishers — Performance and Construction — Specification ( First Revision ),"This standard lays down requirements for performance, reliability and safety of portable fire extinguishers of the following types : a) Water based; b) Foam based; c) Powders — ABC/BC/D Type; d) Carbon dioxide; e) Clean agents; and f) Water mist type.",scraped,True,Safety & PPE,IS 15683:2018,derived_from_year,2018,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.15683.2018,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
IS 908:1975,IS 908 : 1975,908,,"Specification for Fire Hydrant, Stand Post Type","1.1 This standard lays down the requirements regarding materials, shape and dimensions, construction and test for fire hydrant, stand post type, used for taking water from underground pipe line for fire fighting purposes. 'Rules for rounding off numerical values ( rms$d ) . 3 IS 1 908 -1975",scraped,True,Safety & PPE,IS 908:1975,derived_from_year,1975,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.908.1975,medium,minor,,part2_gap_fill;archive_org_scope,part2_corpus_gap_fill;certification_not_determined;missing_amendment_count
